location,size,total_sqft,bath,price,bhk,price_per_sqft
Pashan,2 BHK,1216.0,2.0,72.0,2,5921.0526315789475
Paud Road,2 BHK,1026.0,2.0,60.8,2,5925.925925925926
Pirangut,4 BHK,3335.0,4.0,300.0,4,8995.502248875562
Prabhat Road,5 Bedroom,2700.0,4.0,125.0,5,4629.62962962963
Pune Railway Station,3 BHK,1411.0,2.0,60.0,3,4252.303330970943
Rasta Peth,3 BHK,1320.0,2.0,39.6,3,3000.0
Raviwar Peth,2 BHK,1320.0,2.0,50.0,2,3787.878787878788
Sadashiv Peth,4 Bedroom,615.0,4.0,110.0,4,17886.17886178862
Sahakar Nagar,3 BHK,1804.0,3.0,155.0,3,8592.017738359202
Salunke Vihar,2 BHK,1140.0,2.0,46.0,2,4035.0877192982457
Sasson Road,4 Bedroom,1200.0,4.0,105.0,4,8750.0
Satara Road,4 BHK,2375.0,4.0,189.0,4,7957.894736842105
Senapati Bapat Road,3 Bedroom,1750.0,3.0,120.0,3,6857.142857142857
Shaniwar Peth,9 Bedroom,960.0,5.0,130.0,9,13541.666666666666
Shivaji Nagar,2 BHK,1152.0,2.0,55.0,2,4774.305555555556
Shukrawar Peth,2 BHK,965.0,2.0,54.0,2,5595.854922279793
Sinhagad Road,3 BHK,1684.0,3.0,120.0,3,7125.890736342043
Somwar Peth,3 BHK,1672.0,3.0,86.0,3,5143.540669856459
Swargate,2 BHK,1075.0,2.0,60.0,2,5581.395348837209
Tilak Road,3 Bedroom,1500.0,5.0,95.0,3,6333.333333333333
Uruli Devachi,3 BHK,1464.0,3.0,56.0,3,3825.136612021858
Vadgaon Budruk,2 BHK,1420.0,2.0,99.26,2,6990.140845070423
Wadgaon Sheri,2 BHK,750.0,2.0,40.0,2,5333.333333333333
Viman Nagar,2 BHK,1169.0,2.0,64.08,2,5481.6082121471345
Vishrant Wadi,3 BHK,1290.0,2.0,62.0,3,4806.201550387597
Wagholi,2 BHK,1160.0,2.0,40.6,2,3500.0
Wakadewadi,7 Bedroom,2800.0,5.0,95.0,7,3392.8571428571427
Wanowrie,3 BHK,1500.0,3.0,70.0,3,4666.666666666667
Warje,3 BHK,1850.0,3.0,180.0,3,9729.72972972973
Yerawada,3 BHK,1300.0,3.0,46.0,3,3538.4615384615386
Alandi Road,3 BHK,1310.0,2.0,37.84,3,2888.549618320611
Ambegaon Budruk,3 BHK,2750.0,5.0,550.0,3,20000.0
Anandnagar,3 BHK,2150.0,3.0,170.0,3,7906.976744186047
Aundh,6 BHK,5100.0,5.0,300.0,6,5882.35294117647
Aundh Road,3 BHK,1300.0,2.0,69.0,3,5307.692307692308
Balaji Nagar,3 Bedroom,1875.0,2.0,110.0,3,5866.666666666667
Baner,3 BHK,1260.0,2.0,82.0,3,6507.936507936508
Baner road,5 Bedroom,2500.0,4.0,100.0,5,4000.0
Bhandarkar Road,2 BHK,1241.0,2.0,64.0,2,5157.13134568896
Bhavani Peth,2 BHK,1025.0,2.0,45.5,2,4439.024390243902
Bibvewadi,2 Bedroom,1500.0,1.0,218.0,2,14533.333333333334
Bopodi,2 BHK,1070.0,2.0,60.0,2,5607.476635514019
Budhwar Peth,2 BHK,815.0,2.0,40.0,2,4907.9754601227
Bund Garden Road,3 BHK,2000.0,3.0,105.0,3,5250.0
Camp,2 BHK,1400.0,2.0,190.0,2,13571.42857142857
Chandan Nagar,4 Bedroom,1740.0,4.0,175.0,4,10057.471264367816
Dapodi,4 BHK,5667.5,5.0,300.0,4,5293.33921482135
Deccan Gymkhana,2 BHK,1216.0,2.0,70.0,2,5756.578947368421
Dehu Road,3 BHK,2200.0,2.0,190.0,3,8636.363636363636
Dhankawadi,4 Bedroom,3500.0,5.0,450.0,4,12857.142857142857
Dhayari Phata,6 Bedroom,970.0,6.0,105.0,6,10824.742268041236
Dhole Patil Road,7 Bedroom,3150.0,7.0,375.0,7,11904.761904761905
Erandwane,2 Bedroom,1200.0,2.0,62.0,2,5166.666666666667
Fatima Nagar,2 BHK,1026.0,2.0,50.18,2,4890.83820662768
Fergusson College Road,1 BHK,450.0,1.0,20.0,1,4444.444444444444
Ganesh Peth,2 BHK,1205.0,2.0,45.79,2,3800.0
Ganeshkhind,2 BHK,1368.0,2.0,87.0,2,6359.649122807017
Ghorpade Peth,1 BHK,420.0,1.0,12.5,1,2976.190476190476
Ghorpadi,2 BHK,1270.0,2.0,42.0,2,3307.0866141732286
Gokhale Nagar,2 BHK,614.0,1.0,28.0,2,4560.260586319218
Gultekdi,2 Bedroom,1050.0,2.0,58.0,2,5523.809523809524
Guruwar peth,2 BHK,1408.0,2.0,58.0,2,4119.318181818182
Hadapsar,3 BHK,1223.0,2.0,42.81,3,3500.408830744072
Hadapsar Industrial Estate,3 BHK,1507.0,3.0,80.0,3,5308.560053085601
Hingne Khurd,2 BHK,1160.0,2.0,57.0,2,4913.793103448276
Jangali Maharaj Road,3 Bedroom,1200.0,3.0,70.0,3,5833.333333333333
Kalyani Nagar,2 BHK,960.0,2.0,50.0,2,5208.333333333333
Karve Nagar,2 BHK,1021.0,2.0,46.0,2,4505.386875612145
Karve Road,3 BHK,2162.03,4.0,129.0,3,5966.614709324107
Kasba Peth,2 BHK,1065.0,2.0,36.0,2,3380.281690140845
Katraj,1 BHK,400.0,1.0,10.25,1,2562.5
Khadaki,3 BHK,1465.0,2.0,75.0,3,5119.453924914676
Khadki,2 BHK,900.0,2.0,41.0,2,4555.555555555556
Kharadi,3 BHK,1800.0,3.0,95.0,3,5277.777777777777
Kondhwa,2 BHK,1175.0,2.0,83.0,2,7063.829787234043
Kondhwa Budruk,3 BHK,6729.0,4.0,900.0,3,13374.944271065537
Kondhwa Khurd,4 Bedroom,1500.0,4.0,360.0,4,24000.0
Koregaon Park,2 BHK,1050.0,2.0,59.0,2,5619.047619047619
Kothrud,3 BHK,1400.0,2.0,40.43,3,2887.8571428571427
Law College Road,3 BHK,1650.0,3.0,150.0,3,9090.90909090909
Laxmi Road,3 BHK,1827.0,3.0,97.0,3,5309.250136836344
Lulla Nagar,3 BHK,1930.0,4.0,122.0,3,6321.243523316062
Mahatma Gandhi Road,2 BHK,883.0,2.0,37.0,2,4190.260475651189
Mangalwar peth,1 BHK,550.0,1.0,16.75,1,3045.4545454545455
Manik Bagh,3 BHK,1400.0,2.0,40.44,3,2888.5714285714284
Market yard,4 Bedroom,1350.0,4.0,310.0,4,22962.962962962964
Model colony,3 BHK,1290.0,2.0,38.69,3,2999.2248062015506
Mukund Nagar,3 BHK,1021.0,3.0,59.0,3,5778.648383937317
Mundhawa,2 BHK,1158.0,2.0,55.0,2,4749.568221070812
Nagar Road,5 Bedroom,1200.0,4.0,99.0,5,8250.0
Nana Peth,3 BHK,1400.0,2.0,135.0,3,9642.857142857143
Narayan Peth,4 Bedroom,2400.0,3.0,200.0,4,8333.333333333334
Narayangaon,3 BHK,1200.0,2.0,57.9,3,4825.0
Navi Peth,3 BHK,1520.0,3.0,125.0,3,8223.684210526315
Padmavati,1 BHK,777.0,1.0,38.46,1,4949.80694980695
Parvati Darshan,3 BHK,2710.0,3.0,177.0,3,6531.365313653137
Pashan,2 BHK,1150.0,2.0,57.0,2,4956.521739130435
Paud Road,2 BHK,1101.0,2.0,37.0,2,3360.581289736603
Pirangut,3 BHK,1200.0,2.0,110.0,3,9166.666666666666
Prabhat Road,2 BHK,1252.0,2.0,92.0,2,7348.242811501597
Pune Railway Station,3 BHK,1650.0,3.0,85.0,3,5151.515151515152
Rasta Peth,2 BHK,1270.0,2.0,80.0,2,6299.212598425197
Raviwar Peth,2 BHK,992.0,2.0,70.0,2,7056.451612903225
Sadashiv Peth,3 BHK,2000.0,3.0,85.0,3,4250.0
Sahakar Nagar,2 BHK,893.0,2.0,34.5,2,3863.3818589025755
Salunke Vihar,3 BHK,1075.0,2.0,41.49,3,3859.5348837209303
Sasson Road,7 Bedroom,3200.0,7.0,150.0,7,4687.5
Satara Road,2 BHK,1190.0,2.0,42.0,2,3529.4117647058824
Senapati Bapat Road,3 Bedroom,800.0,2.0,60.0,3,7500.0
Shaniwar Peth,3 BHK,1814.0,3.0,63.0,3,3472.9878721058435
Shivaji Nagar,3 BHK,1400.0,3.0,98.0,3,7000.0
Shukrawar Peth,5 Bedroom,1400.0,6.0,252.0,5,18000.0
Sinhagad Road,3 BHK,1344.0,2.0,56.0,3,4166.666666666667
Somwar Peth,4 Bedroom,5400.0,5.0,475.0,4,8796.296296296296
Swargate,3 BHK,1843.0,3.0,95.0,3,5154.639175257732
Tilak Road,2 BHK,1138.0,2.0,32.0,2,2811.95079086116
Uruli Devachi,3 BHK,1495.0,2.0,70.0,3,4682.274247491639
Vadgaon Budruk,2 BHK,880.0,2.0,19.0,2,2159.090909090909
Wadgaon Sheri,3 BHK,1396.0,3.0,74.0,3,5300.859598853868
Viman Nagar,3 BHK,1610.0,2.0,119.0,3,7391.304347826087
Vishrant Wadi,2 BHK,1050.0,2.0,55.0,2,5238.0952380952385
Wagholi,3 BHK,1410.0,2.0,43.71,3,3100.0
Wakadewadi,2 BHK,1050.0,2.0,37.8,2,3599.9999999999995
Wanowrie,3 BHK,1310.0,2.0,85.0,3,6488.5496183206105
Warje,2 BHK,1104.0,2.0,58.0,2,5253.623188405797
Yerawada,2 BHK,1165.0,2.0,67.0,2,5751.07296137339
Alandi Road,2 BHK,1027.0,2.0,44.0,2,4284.323271665044
Ambegaon Budruk,2 BHK,1310.0,2.0,60.0,2,4580.152671755725
Anandnagar,2 BHK,1052.0,2.0,52.0,2,4942.9657794676805
Aundh,3 BHK,1464.0,3.0,56.0,3,3825.136612021858
Aundh Road,2 BHK,1000.0,2.0,45.0,2,4500.0
Balaji Nagar,3 BHK,2240.0,3.0,300.0,3,13392.857142857143
Baner,2 BHK,1150.0,2.0,38.08,2,3311.304347826087
Baner road,3 BHK,2019.0,3.0,70.67,3,3500.2476473501733
Bhandarkar Road,2 BHK,986.0,2.0,31.0,2,3144.0162271805275
Bhavani Peth,1 Bedroom,1350.0,1.0,145.0,1,10740.74074074074
Bibvewadi,8 BHK,800.0,8.0,140.0,8,17500.0
Bopodi,3 BHK,1893.0,4.0,95.0,3,5018.489170628632
Budhwar Peth,3 BHK,1318.0,3.0,56.0,3,4248.86191198786
Bund Garden Road,3 BHK,1325.0,2.0,58.0,3,4377.358490566037
Camp,2 BHK,800.0,2.0,33.0,2,4125.0
Chandan Nagar,3 BHK,1300.0,3.0,42.25,3,3250.0
Dapodi,3 BHK,1300.0,2.0,60.0,3,4615.384615384615
Deccan Gymkhana,2 BHK,1010.0,2.0,52.0,2,5148.514851485149
Dehu Road,2 BHK,1260.0,2.0,75.0,2,5952.380952380952
Dhankawadi,4 Bedroom,2500.0,4.0,170.0,4,6800.0
Dhayari Phata,3 Bedroom,1520.0,3.0,165.0,3,10855.263157894737
Dhole Patil Road,3 BHK,1665.0,3.0,85.0,3,5105.105105105105
Erandwane,3 BHK,1800.0,3.0,80.0,3,4444.444444444444
Fatima Nagar,2 BHK,1197.0,2.0,75.0,2,6265.664160401003
Fergusson College Road,2 BHK,1050.0,2.0,45.0,2,4285.714285714285
Ganesh Peth,5 Bedroom,910.0,4.0,194.0,5,21318.68131868132
Ganeshkhind,3 BHK,1241.0,2.0,68.0,3,5479.45205479452
Ghorpade Peth,3 BHK,1567.0,2.0,62.0,3,3956.6049776643267
Ghorpadi,3 BHK,1747.0,3.0,110.0,3,6296.508299942759
Gokhale Nagar,3 BHK,1475.0,2.0,55.0,3,3728.813559322034
Gultekdi,4 Bedroom,600.0,4.0,70.0,4,11666.666666666666
Guruwar peth,3 Bedroom,1524.0,4.0,400.0,3,26246.719160104985
Hadapsar,2 BHK,980.0,2.0,51.0,2,5204.081632653061
Hadapsar Industrial Estate,2 BHK,966.0,2.0,58.0,2,6004.140786749483
Hingne Khurd,4 BHK,2360.0,3.0,185.0,4,7838.983050847458
Jangali Maharaj Road,2 BHK,1112.0,2.0,62.0,2,5575.5395683453235
Kalyani Nagar,2 BHK,550.0,1.0,16.0,2,2909.090909090909
Karve Nagar,3 BHK,1760.0,3.0,90.0,3,5113.636363636364
Karve Road,3 BHK,1830.0,2.0,113.0,3,6174.863387978142
Kasba Peth,2 BHK,1175.0,2.0,67.77,2,5767.659574468085
Katraj,2 BHK,1175.0,2.0,41.0,2,3489.3617021276596
Khadaki,2 BHK,1025.0,2.0,45.0,2,4390.243902439024
Khadki,2 BHK,1232.0,2.0,80.0,2,6493.506493506494
Kharadi,2 BHK,1010.0,2.0,57.0,2,5643.564356435643
Kondhwa,2 BHK,1273.0,2.0,60.0,2,4713.275726630008
Kondhwa Budruk,2 BHK,1590.0,2.0,102.0,2,6415.094339622641
Kondhwa Khurd,2 BHK,1100.0,2.0,58.5,2,5318.181818181818
Koregaon Park,3 BHK,1252.0,2.0,65.0,3,5191.693290734825
Kothrud,4 BHK,2615.0,5.0,222.0,4,8489.483747609942
Law College Road,5 Bedroom,1200.0,6.0,140.0,5,11666.666666666666
Laxmi Road,2 BHK,1322.0,2.0,77.9,2,5892.586989409986
Lulla Nagar,1 Bedroom,1000.0,1.0,60.0,1,6000.0
Mahatma Gandhi Road,3 BHK,1755.0,3.0,117.0,3,6666.666666666667
Mangalwar peth,2 BHK,1135.0,2.0,46.0,2,4052.863436123348
Manik Bagh,8 Bedroom,1200.0,10.0,180.0,8,15000.0
Market yard,4 Bedroom,1200.0,4.0,125.0,4,10416.666666666666
Model colony,2 BHK,1260.0,2.0,85.5,2,6785.714285714285
Mukund Nagar,5 Bedroom,3250.0,5.0,395.0,5,12153.846153846154
Mundhawa,4 Bedroom,3500.0,4.0,550.0,4,15714.285714285714
Nagar Road,5 Bedroom,1200.0,6.0,110.0,5,9166.666666666666
Nana Peth,3 BHK,1100.0,2.0,53.0,3,4818.181818181818
Narayan Peth,3 BHK,1305.0,3.0,65.0,3,4980.842911877395
Narayangaon,2 BHK,1236.0,2.0,50.0,2,4045.3074433656957
Navi Peth,2 BHK,1125.0,1.0,45.0,2,4000.0
Padmavati,2 BHK,1075.0,2.0,32.25,2,3000.0
Parvati Darshan,3 BHK,2000.0,3.0,85.0,3,4250.0
Pashan,8 Bedroom,772.0,5.0,60.0,8,7772.020725388601
Paud Road,6 Bedroom,2999.97,6.0,110.0,6,3666.703333700004
Pirangut,2 BHK,1150.0,2.0,42.0,2,3652.1739130434785
Prabhat Road,4 Bedroom,1440.0,4.0,240.0,4,16666.666666666668
Pune Railway Station,2 BHK,1085.0,2.0,43.4,2,4000.0
Rasta Peth,3 BHK,1785.0,3.0,165.0,3,9243.697478991597
Raviwar Peth,3 BHK,2475.0,4.0,300.0,3,12121.212121212122
Sadashiv Peth,3 BHK,1930.0,4.0,120.0,3,6217.616580310881
Sahakar Nagar,2 BHK,600.0,4.0,70.0,2,11666.666666666666
Salunke Vihar,2 Bedroom,800.0,1.0,45.0,2,5625.0
Sasson Road,4 BHK,2450.0,3.0,110.0,4,4489.7959183673465
Satara Road,4 Bedroom,1200.0,4.0,120.0,4,10000.0
Senapati Bapat Road,3 BHK,1920.0,3.0,122.0,3,6354.166666666667
Shaniwar Peth,2 BHK,1085.0,2.0,34.2,2,3152.0737327188945
Shivaji Nagar,1 BHK,760.0,1.0,50.4,1,6631.578947368421
Shukrawar Peth,2 BHK,1201.0,2.0,80.0,2,6661.1157368859285
Sinhagad Road,3 BHK,1615.0,3.0,97.0,3,6006.1919504643965
Somwar Peth,2 BHK,1289.0,2.0,70.0,2,5430.566330488751
Swargate,3 BHK,1991.0,4.0,100.0,3,5022.601707684581
Tilak Road,2 BHK,1377.0,2.0,80.0,2,5809.731299927378
Uruli Devachi,3 BHK,2880.0,3.0,560.0,3,19444.444444444445
Vadgaon Budruk,3 Bedroom,1892.0,3.0,200.0,3,10570.824524312897
Wadgaon Sheri,3 BHK,2176.0,3.0,348.0,3,15992.64705882353
Viman Nagar,1 BHK,663.0,1.0,32.82,1,4950.226244343891
Vishrant Wadi,2 BHK,1165.0,2.0,33.65,2,2888.412017167382
Wagholi,3 BHK,3554.0,4.0,340.0,3,9566.685424873382
Wakadewadi,2 BHK,1260.0,2.0,45.5,2,3611.1111111111113
Wanowrie,2 BHK,1095.0,2.0,39.0,2,3561.6438356164385
Warje,2 BHK,1050.0,2.0,65.0,2,6190.476190476191
Yerawada,2 BHK,1176.0,2.0,50.0,2,4251.700680272109
Alandi Road,3 BHK,1801.0,3.0,115.0,3,6385.341476957246
Ambegaon Budruk,2 BHK,1315.0,2.0,55.0,2,4182.509505703422
Anandnagar,2 BHK,1194.0,2.0,46.0,2,3852.5963149078725
Aundh,2 Bedroom,2400.0,2.0,125.0,2,5208.333333333333
Aundh Road,3 BHK,1308.0,2.0,53.0,3,4051.987767584098
Balaji Nagar,4 Bedroom,4250.0,4.0,610.0,4,14352.941176470587
Baner,3 BHK,1806.0,6.0,116.0,3,6423.034330011074
Baner road,4 Bedroom,3671.0,4.0,220.0,4,5992.917461182239
Bhandarkar Road,3 BHK,2144.0,3.0,140.0,3,6529.850746268657
Bhavani Peth,2 BHK,1065.0,2.0,33.75,2,3169.0140845070423
Bibvewadi,2 BHK,1205.0,2.0,67.0,2,5560.165975103734
Bopodi,2 BHK,1160.0,2.0,40.58,2,3498.2758620689656
Budhwar Peth,4 Bedroom,750.0,4.0,90.0,4,12000.0
Bund Garden Road,2 BHK,1194.0,2.0,47.0,2,3936.348408710218
Camp,3 Bedroom,1200.0,3.0,56.53,3,4710.833333333333
Chandan Nagar,3 BHK,1681.0,3.0,69.0,3,4104.699583581201
Dapodi,2 BHK,1130.0,2.0,32.64,2,2888.495575221239
Deccan Gymkhana,4 BHK,3633.0,5.0,335.0,4,9221.029452243325
Dehu Road,3 BHK,1843.0,3.0,90.0,3,4883.342376559956
Dhankawadi,2 BHK,1065.0,2.0,30.75,2,2887.323943661972
Dhayari Phata,3 BHK,1885.0,3.0,85.52,3,4536.870026525199
Dhole Patil Road,2 BHK,1500.0,2.0,45.0,2,3000.0
Erandwane,2 BHK,1210.0,2.0,69.0,2,5702.479338842975
Fatima Nagar,2 BHK,1126.0,2.0,39.4,2,3499.1119005328596
Fergusson College Road,3 BHK,1357.0,2.0,59.0,3,4347.826086956522
Ganesh Peth,3 BHK,1451.0,2.0,46.4,3,3197.7946243969677
Ganeshkhind,4 Bedroom,1600.0,3.0,185.0,4,11562.5
Ghorpade Peth,2 BHK,950.0,2.0,55.0,2,5789.473684210527
Ghorpadi,2 BHK,960.0,2.0,48.0,2,5000.0
Gokhale Nagar,3 BHK,1625.0,3.0,92.0,3,5661.538461538462
Gultekdi,3 Bedroom,2200.0,4.0,150.0,3,6818.181818181818
Guruwar peth,3 BHK,1607.0,2.0,112.0,3,6969.508400746733
Hadapsar,2 BHK,900.0,2.0,46.29,2,5143.333333333333
Hadapsar Industrial Estate,2 BHK,1080.0,2.0,38.0,2,3518.5185185185187
Hingne Khurd,3 BHK,2300.0,3.0,250.0,3,10869.565217391304
Jangali Maharaj Road,4 BHK,1708.0,3.0,64.05,4,3750.0
Kalyani Nagar,6 Bedroom,2500.0,5.0,185.0,6,7400.0
Karve Nagar,3 BHK,1690.0,2.0,116.0,3,6863.905325443787
Karve Road,5 Bedroom,2100.0,3.0,145.0,5,6904.761904761905
Kasba Peth,2 BHK,1269.0,2.0,97.0,2,7643.81402679275
Katraj,2 BHK,1243.0,2.0,46.0,2,3700.7240547063557
Khadaki,3 BHK,1890.0,3.0,84.0,3,4444.444444444444
Khadki,2 BHK,1165.0,2.0,33.64,2,2887.5536480686696
Kharadi,2 BHK,1196.0,2.0,56.81,2,4750.0
Kondhwa,2 BHK,1194.0,2.0,47.0,2,3936.348408710218
Kondhwa Budruk,3 BHK,1630.0,3.0,110.0,3,6748.4662576687115
Kondhwa Khurd,2 BHK,1063.0,2.0,42.52,2,4000.0
Koregaon Park,2 BHK,1025.0,2.0,39.98,2,3900.4878048780483
Kothrud,2 BHK,1067.0,2.0,38.0,2,3561.3870665417057
Law College Road,2 BHK,1299.0,2.0,89.63,2,6899.923017705928
Laxmi Road,2 BHK,1343.0,2.0,76.0,2,5658.972449739389
Lulla Nagar,3 BHK,1330.0,2.0,44.0,3,3308.2706766917295
Mahatma Gandhi Road,3 BHK,1524.0,2.0,72.0,3,4724.4094488188975
Mangalwar peth,4 BHK,2236.0,4.0,153.0,4,6842.57602862254
Manik Bagh,3 BHK,2955.0,3.0,235.0,3,7952.622673434857
Market yard,3 BHK,1410.0,2.0,45.12,3,3200.0
Model colony,3 BHK,1581.0,3.0,76.0,3,4807.084123972169
Mukund Nagar,2 BHK,1205.0,2.0,79.0,2,6556.016597510374
Mundhawa,3 BHK,1270.0,2.0,95.25,3,7500.0
Nagar Road,3 BHK,1353.0,2.0,110.0,3,8130.081300813008
Nana Peth,2 Bedroom,1200.0,2.0,68.0,2,5666.666666666667
Narayan Peth,3 BHK,1250.0,2.0,70.0,3,5600.0
Narayangaon,3 BHK,1950.2,3.0,261.0,3,13383.242744333915
Navi Peth,3 BHK,1157.0,2.0,69.0,3,5963.699222126188
Padmavati,1 BHK,825.0,1.0,35.475,1,4300.0
Parvati Darshan,2 BHK,1000.0,2.0,40.0,2,4000.0
Pashan,1 BHK,602.0,1.0,33.0,1,5481.72757475083
Paud Road,5 Bedroom,3000.0,4.0,900.0,5,30000.0
Pirangut,2 BHK,1108.0,2.0,66.46,2,5998.194945848375
Prabhat Road,2 BHK,1040.0,2.0,68.0,2,6538.461538461538
Pune Railway Station,2 BHK,1451.0,2.0,87.0,2,5995.864920744314
Rasta Peth,2 BHK,1196.0,2.0,40.54,2,3389.632107023411
Raviwar Peth,1 BHK,850.0,1.0,37.32,1,4390.588235294118
Sadashiv Peth,3 BHK,2171.66,3.0,298.0,3,13722.221710580847
Sahakar Nagar,2 BHK,900.0,2.0,40.0,2,4444.444444444444
Salunke Vihar,1 BHK,720.0,1.0,33.0,1,4583.333333333333
Sasson Road,3 BHK,1573.0,3.0,115.0,3,7310.870947234584
Satara Road,2 BHK,1026.0,2.0,60.8,2,5925.925925925926
Senapati Bapat Road,3 BHK,1400.0,2.0,78.0,3,5571.428571428572
Shaniwar Peth,3 BHK,1400.0,2.0,40.44,3,2888.5714285714284
Shivaji Nagar,4 Bedroom,2100.0,3.0,147.0,4,7000.0
Shukrawar Peth,2 BHK,1150.0,2.0,48.5,2,4217.391304347826
Sinhagad Road,3 BHK,1500.0,3.0,88.0,3,5866.666666666667
Somwar Peth,3 BHK,2400.0,3.0,380.0,3,15833.333333333334
Swargate,3 Bedroom,1200.0,3.0,240.0,3,20000.0
Tilak Road,3 BHK,1790.0,3.0,105.0,3,5865.921787709497
Uruli Devachi,2 BHK,1125.0,2.0,75.0,2,6666.666666666667
Vadgaon Budruk,3 BHK,1830.5,3.0,84.205,3,4600.109259765091
Wadgaon Sheri,2 BHK,1100.0,2.0,50.0,2,4545.454545454545
Vishrant Wadi,2 BHK,1105.0,2.0,57.0,2,5158.371040723982
Wagholi,2 BHK,1110.0,2.0,46.5,2,4189.189189189189
Wakadewadi,1 BHK,708.0,1.0,41.0,1,5790.960451977401
Wanowrie,2 BHK,1027.0,2.0,44.0,2,4284.323271665044
Warje,3 BHK,1600.0,3.0,100.0,3,6250.0
Yerawada,4 BHK,3122.0,6.0,250.0,4,8007.687379884689
Alandi Road,2 BHK,1205.0,2.0,37.0,2,3070.539419087137
Ambegaon Budruk,3 BHK,1450.0,2.0,73.0,3,5034.482758620689
Anandnagar,4 Bedroom,750.0,4.0,125.0,4,16666.666666666668
Aundh,1 Bedroom,540.0,1.0,22.0,1,4074.074074074074
Aundh Road,2 BHK,1200.0,2.0,42.0,2,3500.0
Balaji Nagar,5 Bedroom,1200.0,5.0,260.0,5,21666.666666666668
Baner,3 BHK,1837.0,2.0,95.0,3,5171.475231355471
Baner road,2 BHK,1346.0,2.0,76.01,2,5647.102526002973
Bhandarkar Road,2 BHK,1012.0,2.0,68.0,2,6719.367588932806
Bhavani Peth,3 BHK,1950.2,3.0,193.0,3,9896.420879909752
Bibvewadi,2 BHK,1125.0,2.0,55.0,2,4888.888888888889
Bopodi,3 BHK,1500.0,2.0,60.0,3,4000.0
Budhwar Peth,2 BHK,1197.0,2.0,79.9,2,6675.020885547202
Bund Garden Road,3 BHK,1230.0,2.0,31.37,3,2550.4065040650407
Camp,2 BHK,1100.0,2.0,47.0,2,4272.727272727273
Chandan Nagar,3 BHK,1563.0,2.0,52.0,3,3326.935380678183
Dapodi,7 Bedroom,2240.0,4.0,700.0,7,31250.0
Deccan Gymkhana,4 BHK,3729.0,4.0,384.0,4,10297.666934835077
Dehu Road,3 Bedroom,1600.0,3.0,120.0,3,7500.0
Dhankawadi,3 BHK,1715.0,3.0,120.0,3,6997.084548104956
Dhayari Phata,4 Bedroom,2400.0,4.0,180.0,4,7500.0
Dhole Patil Road,2 BHK,1151.0,2.0,42.5,2,3692.44135534318
Erandwane,6 Bedroom,1200.0,6.0,220.0,6,18333.333333333332
Fatima Nagar,2 BHK,1123.0,2.0,60.0,2,5342.831700801425
Fergusson College Road,2 BHK,1276.0,2.0,69.5,2,5446.7084639498435
Ganesh Peth,2 BHK,1315.0,2.0,77.0,2,5855.513307984791
Ganeshkhind,3 BHK,1270.0,2.0,50.79,3,3999.212598425197
Ghorpade Peth,2 BHK,1325.0,2.0,52.0,2,3924.5283018867926
Ghorpadi,3 BHK,1600.0,3.0,63.2,3,3950.0
Gokhale Nagar,3 BHK,1660.0,3.0,104.0,3,6265.060240963855
Gultekdi,2 BHK,1299.0,2.0,58.0,2,4464.973056197075
Guruwar peth,2 BHK,953.0,2.0,90.0,2,9443.861490031479
Hadapsar,2 BHK,1457.0,2.0,60.0,2,4118.050789293068
Hadapsar Industrial Estate,2 BHK,1000.0,1.0,65.0,2,6500.0
Hingne Khurd,3 BHK,1100.0,2.0,76.3,3,6936.363636363636
Jangali Maharaj Road,3 BHK,1075.0,2.0,33.53,3,3119.0697674418607
Kalyani Nagar,3 BHK,1450.0,3.0,51.0,3,3517.2413793103447
Karve Nagar,5 BHK,5515.0,6.0,425.0,5,7706.255666364461
Karve Road,1 BHK,950.0,1.0,40.0,1,4210.526315789473
Kasba Peth,5 Bedroom,1200.0,3.0,180.0,5,15000.0
Katraj,2 BHK,1013.0,2.0,60.0,2,5923.000987166831
Khadaki,2 BHK,1140.0,2.0,56.0,2,4912.2807017543855
Khadki,3 BHK,2100.0,3.0,220.0,3,10476.190476190477
Kharadi,3 BHK,1430.0,3.0,61.0,3,4265.734265734266
Kondhwa,4 Bedroom,600.0,3.0,95.0,4,15833.333333333334
Kondhwa Budruk,3 BHK,1600.0,3.0,77.0,3,4812.5
Kondhwa Khurd,2 BHK,1190.0,2.0,48.0,2,4033.6134453781515
Koregaon Park,3 BHK,1625.0,3.0,95.0,3,5846.153846153846
Kothrud,2 BHK,1210.0,2.0,53.0,2,4380.165289256199
Law College Road,3 BHK,1615.0,3.0,150.0,3,9287.925696594428
Laxmi Road,2 BHK,1180.0,2.0,85.0,2,7203.389830508475
Lulla Nagar,2 Bedroom,1500.0,2.0,91.0,2,6066.666666666667
Mahatma Gandhi Road,2 BHK,850.0,2.0,45.0,2,5294.117647058823
Mangalwar peth,2 BHK,1130.0,2.0,55.0,2,4867.256637168141
Manik Bagh,2 BHK,907.0,2.0,38.0,2,4189.636163175303
Market yard,2 BHK,1300.0,2.0,90.0,2,6923.076923076923
Model colony,3 BHK,1891.0,3.0,110.0,3,5817.028027498678
Mukund Nagar,3 BHK,1735.0,3.0,78.0,3,4495.677233429395
Mundhawa,3 BHK,1075.0,2.0,33.0,3,3069.767441860465
Nana Peth,7 BHK,2040.0,4.0,123.0,7,6029.411764705882
Narayan Peth,3 BHK,1590.0,3.0,57.0,3,3584.9056603773583
